PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6208448;Centro Deportivo Municipal Circuito BMX;;"Horario de Circuito:   De lunes a viernes y festivos, de 15:30 a 21:30 horas Sbados y domingos, de 9:00 a 15:30 horas    Horario de Taquilla:    De lunes a viernes y festivos, de 15:30 a 21:00 horas Sbados y domingos, de 9:00 a 15:00 horas";;"Metro: Legazpi Bus: 62, T-32";"Tipo de Gestin  Directa, por parte del Ayuntamiento de Madrid    EQUIPAMIENTOS     Unidades deportivas al aire libre:  Circuito de BMX      Accesibilidad:  instalacin adaptada.";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=48fbf0c99a833310VgnVCM1000000b205a0aRCRD;EMBAJADORES;CALLE;V;316;;;;;MADRID;MADRID;28045;LEGAZPI;ARGANZUELA;441446;4470778;40.385.539.006.771.200;-36.898.722.494.765.300;915 279 704;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CanchasBaloncesto; 
4702;Centro Deportivo Municipal Ciudad de los Poetas;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes de 9 a 21,00 horas.  Sbados, domingos y festivos, cerrado.    Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Infantiles   (edad, segn modalidades) : gimnasia esttica y gimnasia rtmica.   Personas adultas : aerbic, fitness y pilates.   Mayores 65 aos : acondicionamiento fsico.    Equipamientos        Superficie total de las instalaciones : 1.700 metros cuadrados.   Unidades deportivas cubiertas  : pabelln polideportivo.    Oficina de promocin deportiva:  responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Unidades deportivas cubiertas:  pabelln polideportivo.   Columna de rescate cardaco.";"Metro : Antonio Machado, Valdez arza    Bus  :  126, 127, 132   Bicicleta:e l centro dispone de  aparca bicicletas  exterior  con capacidad para 5 bicicletas.   Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2be6b0c40971c010VgnVCM1000000b205a0aRCRD;ANTONIO MACHADO;CALLE;V;12;;;;;MADRID;MADRID;28035;VALDEZARZA;MONCLOA-ARAVACA;439052;4479721;40.465.920.678.080.800;-37.189.325.594.658.500;91 373 27 39;;idmcpoetas@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4672;Centro Deportivo Municipal Concepcin;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 8:30 a 14:30 y de 14:45 a 21:00 horas.  Sbados, domingos y festivos: de 8:30 a 15:00 horas.    Cierre completo del centro    Das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles  (4 y 5 aos): natacin.   Infantiles  (edad, segn modalidades): baloncesto, ftbol, gimnasia rtmica, karate, natacin, polideportiva, pre tenis y tenis.   Jvenes y personas adultas : aerbic, fitness, gimnasia acutica  (acuagim), karate, natacin, natacin de compensacin, natacin embarazada, pdel, pilates, tenis y yoga.   Mayores 65 aos : acondicionamiento fsico y natacin.   Personas con discapacidad : natacin.     Equipamientos      Superficie  total de las instalaciones:  36.277 metros cuadrados.   Unidades deportivas al aire libre: campo de ftbol de csped artificial, 2 frontones cortos, piscina (vaso de 25 metros y vaso infantil), 3 calles de atletismo, 2 pistas de pdel, pista de patinaje, 2 pistas polideportivas, 4 pistas de tenis y 2 tenis mesa.   Unidades deportivas cubiertas:  pabelln polideportivo, piscina (vaso de 25 metros) y sala de musculacin.   Oficina de Promocin Deportiva:  responsable de la coordinacinde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Adems, ofrece informacin sobre Escuelas de Promocin Deportiva.   Servicio de Medicina deportiva:  acondicionamiento cardio-vascular y reconocimientos mdicos para deportistas.    Ayudas tcnicas para la accesibilidad:    1 ascensor, 1 montacargas, 2 plataformas y 2 gras de piscina.       Columna de rescate cardaco.";"Metro:  Barrio de la Concepcin, Pueblo Nuevo, Quintana.   Bus:  21 ,146, 48.   Bicicleta:  el centro dispone de  aparca bicicletas,     exterior  con capacidad para 11 bicicletas.   interior  con capacidad para 6 bicicletas.     Servicio Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f5bc79262ef5d010VgnVCM1000000b205a0aRCRD;JOSE DEL HIERRO;CALLE;V;5;;;;;MADRID;MADRID;28027;CONCEPCION;CIUDAD LINEAL;445003;4476493;4.043.725.652.047.250;-36.484.498.132.292.000;"914 039 020                                                                                     
914 039 021";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
134059;Centro Deportivo Municipal Daoz y Velarde 1;;"Horario de uso de las instalaciones deportivas     Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a viernes de 9 a 20,30 horas.  Sbados, domingos y festivos de 9 a 20,30 horas.     Cierre completo del centro      Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas      Pre-infantiles : (de 0 a 3 aos): matronatacin y natacin.   Infantiles  (edad, segn modalidades): aerbic, baloncesto, natacin, natacin sincronizada,  polideportiva y salvamento acutico.   Jvenes y personas adultas : carrera acutica (acuarunning), ciclo sala, fitness, gimnasia acutica  (acuagim), gimnasia de compensacin, natacin, natacin de compensacin, natacin embarazada, pilates/estiramientos y tonificacin.   Mayores 65 aos : acondicionamiento fsico, gimnasia acutica (acuagim), natacin y pilates.   Personas con discapacidad intelectual : baloncesto.    Equipamientos     Superficie total de las instalaciones:  9.496 metros cuadrados.   Unidades deportivas al aire libre:  1 pista de pdel (cristal).   Unidades deportivas cubiertas:  1 pabelln polideportivo, 1 piscina (vaso de 25 m. y vaso de enseanza), 2 salas multiusos, 1 sala de musculacin, 2 saunas, y 1 sala de fisioterapia/hidroterapia (fuera de servicio).   Oficina de promocin deportiva:  responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.    Servicio de Medicina Deportiva:  acondicionamiento cardiovascular, fisioterapia del deporte, psicomotricidad y reconocimientos mdicos para deportistas.   Ayudas tcnicas para la accesibilidad:  1 ascensor y 1 gra de piscina.   C  olumna de rescate cardaco.";"Metro:  Pacfico, Menndez Pelayo  Bus: 37, 57, 10, 54, 24, 141   Renfe:  Mndez Alvaro, Atocha   Bicicleta:  el centro dispone de  aparcabicicletas exterior  con capacidad para  5  bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;"1,5,6";http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=380d5f463b81c010VgnVCM1000000b205a0aRCRD;DAOIZ Y VELARDE;PLAZA;V;5;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442482;4472523;404.013.311.774.335;-3.677.813.143.476.420;"914 338 950                                                                                  
914 338 770";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4726;Centro Deportivo Municipal Daoz y Velarde 2;;"Horario de uso de instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes; de 9 a 21 horas.    Cierre completo del centro    Sbados, domingos y festivos.  Mes de agosto.";"Clases y escuelas deportivas     Infantiles  (de 5 a 16 aos, segn modalidades) :  Aerbic, Gimnasia Rtmica y Karate.   Jvenes y personas adultas  Acondicionamiento fsico deportivo, aerbic (zumba , zumpa step),  baile (bollywood, bailes latinos, lady style y bailes de saln), defensa personal, karate, kung fu, musculacin,  pilates, sanda, tai chi y yoga.   Mayores de 65 aos:  pilates, tai chi y yoga.    Equipamientos     Superficie total de las instalaciones:  9.420 metros cuadrados.   Unidades deportivas cubiertas:  sala gimnasio, 2 salas de artes marciales, 2 salas multiusos y sala de musculacin.   Ayuda tcnica para la accesibilidad:  1 ascensor.";"Metro : Pacfico.   Bus:  37 , 57.   Renfe:  Mndez lvaro.   Bicicleta:    Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c737b0c40971c010VgnVCM1000000b205a0aRCRD;ALBERCHE;CALLE;V;21;;;;;MADRID;MADRID;28007;PACIFICO;RETIRO;442475;4472465;40.400.799.189.712.300;-36.778.902.970.366.800;91 433 27 58;91 552 28 78;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
140197;Centro Deportivo Municipal El Espinillo;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 9,30 a 20,30 horas.  Sbados y domingos de 9,30 a 14,15 horas.  Festivos, cerrado.    Cierre completo del centro    Mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre-infantiles   ( de 0 a 3 aos): matronatacin ynatacin.   Infantiles  (edad, segn modalidades): natacin y salvamentoacutico.   Jvenes y personas adultas : aerbic, carrera acutica (acuarunning), aerbic, combinada (fitness y natacin), fitness, gimnasia acutica  (acuagim), gimnasia de compensacin, natacin, natacin embarazadas, pilates y salvamento acutico.   Mayores 65 aos : gimnasia acutica (acuagim) y natacin.   Personas con discapacidad : natacin (infantil y adulta).   Programa deportivo en la calle:   caminar por Madrid.     Equipamientos      Superficie total de las instalaciones:  11.350 metros cuadrados.   Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseanza) y 2 salas multiusos.   Oficina de promocin deportiva:  responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.   Servicio de medicina deportiva:  psicomotricidad infantil.   Ayudas tcnicas para la accesibilidad:  1 ascensor y 1 gra de piscina.   Columna de rescate cardaco.";"Bus:  23, 123, 130   Metro:  Villaverde Bajo Cruce   Renfe:  Villaverde Bajo   Bicicleta:  el centro dispone de  aparca bicicletas interior  con capacidad para  4  bicicletas.";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cdc79262ef5d010VgnVCM1000000b205a0aRCRD;VILLAVERDE A VALLECAS;CARRETERA;V;19;;;;;MADRID;MADRID;28041;LOS ROSALES;VILLAVERDE;441698;4467536;4.035.634.193.991.930;-3.686.595.141.820.630;"913 172 966                                                          
913 172 957";;idmespinillo@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
84661;Centro Deportivo Municipal El Olivillo;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Cierre completo del centro    Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";Clases y escuelas deportivas     Infantiles  (6 a 14 aos): tenis de mesa.    Equipamientos.     Superficie total de las instalaciones:  2.660 metros cuadrados.   Unidades deportivas cubiertas:   pabelln polideportivo.    Deportes practicables:   baloncesto y ftbol sala.;"Metro:  Lucero.   Bus:  31, 33, 36, 39, 65.";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=61ff5c2cdc41c010VgnVCM2000000c205a0aRCRD;OLIVILLO;CALLE;V;4;;;;;MADRID;MADRID;28011;LUCERO;LATINA;436711;4473147;4.040.652.470.221.460;-3.745.889.233.801.080;914 790 212;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4676;Centro Deportivo Municipal Entrevas;;"Horario de uso de las instalaciones deportivas    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla     De lunes a domingo: de 8:30 a 14,30 y de 14:45 a 20:45 horas.      Cierre completo del centro        Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles   actividad fsica y juegos, matrogimnasia, matronatacin y natacin peques.   Infantiles  (edad, segn modalidades): natacin, ftbol, hbitos saludables,  polideportiva, pretenis, tenis y voleibol.   Jvenes y personas adultas:  acondicionamiento de nadadores, combinada (acuagim-fitness, natacin-pilates), fitness, ftbol, hbitos saludables, natacin, natacin embarazadas, pilates y tenis.   Mayores 65 aos : acondicionamiento fsico, hbitos saludables, natacin y pilates.   Personas con discapacidad : natacin.   Programa deportivo en la calle:   caminar por Madrid.     Equipamientos      Superficie total de las instalaciones:   41.800 metros cuadrados.   Unidades deportivas al aire libre:  1 campo de ftbol (de csped artificial), piscina (vaso de 50 metros y vaso infantil), 2 pistas de tenis y tenis de mesa.   Unidades deportivas cubiertas:  pabelln polideportivo, piscina (vaso de 25 metros y vaso de enseanza), 1 pista polideportiva, 2 salas multiusos y sala de musculacin.   Oficina de promocin deportiva:    responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.   Ayuda tcnica para la accesibilidad:   1 ascensor y 1 gra de piscina.   Columna de rescate cardaco.";"Bus:  24, 102, 103, 111.   Renfe : Asamblea de Madrid - Entrevas.   Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1e57b0c40971c010VgnVCM1000000b205a0aRCRD;SUR;RONDA;V;4;;;;;MADRID;MADRID;28053;ENTREVIAS;PUENTE DE VALLECAS;442741;4469977;40.378.413.212.706.200;-3.674.532.317.137.480;"917 854 214 / 917 867 064                                                                             
";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol; 
6486044;Centro Deportivo Municipal Escuelas de San Antn;;"Horario de uso de las instalaciones deportivas:    Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla    De lunes a viernes, de 7 a 22,30 horas.  Sbados, de 8 a 20,30 horas.  Domingos y festivos, de 9 a 18,30 horas.    Cierre completo del centro    Los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles : (0 a 3 aos) natacin.   Infantiles  (edad, segn modalidades): natacin.   Personas jvenes y adultas:  gimnasia acutica (acuagim), natacin, natacin de compensacin y natacin embarazadas.   Mayores 65 aos : gimnasia acutica (acuagim) y natacin.   Actividades para personas con discapacidad fsica:  natacin.   Actividades para personas con discapacidad  Intelectual:    natacin.      Equipamientos     Superficie total de las instalaciones:    Planta tercera: 971,29 metros cuadrados.  Planta cuarta: 976,21 metros cuadrados.  Entreplanta cuarta: 291,28 metros cuadrados.      Unidades deportivas cubiertas:   piscina (vaso de 25 metros y vaso de enseanza), sala musculacin y  zona spa.   Solrium.    Ayudas tcnicas para la accesibilidad:   1 ascensor y 1 gra de piscina.     Columna de rescate cardaco.";"Bus:  3.   Metro:  Chueca y Tribunal.   Bicicleta:    Servicio Bicimad, para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4f9aad5078828310VgnVCM1000000b205a0aRCRD;FARMACIA;CALLE;V;13;;;;;MADRID;MADRID;28004;JUSTICIA;CENTRO;440704;4475035;4.042.382.670.120.850;-3.699.010.103.263.690;918 289 006;;info@cdmescuelassananton.com;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4728;Centro Deportivo Municipal Estanque del Retiro;;"Apertura:  10 horas.  Cierre:  entre las 17,30 y las 20,30 horas, en funcin de la poca del ao.   Barco solar,  de martes a domingo de 10 a 13,30 horas y desde las 16,00 horas hasta la puesta de sol. Lunes festivos abierto.     Cierre completo del centro    Dia 24, 25 y 31 de diciembre y 1 de enero.";"Deportes practicables:  pirag&uuml;ismo y remo (recreativo y deportivo).   Uso de espacios deportivos:  barcas de recreo y paseo en barco solar.    Equipamientos      Superficie total de las instalaciones:   37.000 metros cuadrados.    Unidades deportivas al aire libre:   estanque, barcas de paseo y remo.   Ayudas tcnicas para la accesibilidad:    instalacin adaptada.     Columna de rescate cardaco.";"Metro:  Retiro e Ibiza.   Bus : 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 146, 152 y 202.   Renfe:  Recoletos.    Bicicleta:    servicio  Bicimad  , para consultar la estacin ms cercana, acceda al   mapa de geolocalizacin de las estaciones  .";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6487b0c40971c010VgnVCM1000000b205a0aRCRD;COLOMBIA;PASEO;V;2;;;;;MADRID;MADRID;28009;LOS JERONIMOS;RETIRO;441930;4474426;40.418.436.005.960.800;-36.845.031.319.515.700;"915 744 024                      
915 571 994";;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos; 
4622862;Centro Deportivo Municipal Fabin Roncero;;"Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, le rogamos lo consulten con el propio centro.      Horario de taquilla    De lunes a viernes: de 7 a 23 horas.  Sbados: de 9 a 20 horas.  Domingos y festivos: de 9 a 15 horas.    Cierre completo del centro     Das 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles  (0 a 3 aos):  matronatacin y natacin.  Infantiles  (edad, segn modalidades): actividad fsica y juegos, aerbic, natacin, natacin sincronizada, salvamento acutico y waterpolo.   Personas jvenes y adultas:   acondicionamiento nadadores, aerbic, carrera acutica (acuarunning), ciclo sala, combinada/compensacin, gimnasia acutica (acuagim), gimnasia suave, gap (glteos, abdomen, piernas), entrenamiento funcional (suspensin, hit, trx), estiramientos/relax, fitness, fitness acutico, natacin, natacin embarazadas y  pilates.     Mayores 65 aos : actividad fsica, gimnasia acutica (acuagim), gimnasia suave y natacin.     Actividades para personas con discapacidad fsica:  natacin.      Actividades para personas con discapacidad intelectual:  natacin.     Solrium.       Equipamientos           Superficie   total de las instalaciones   4.400 metros cuadrados.      Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseanza), sala multiusos, sala multiusos (cardio), sala multiusos (ciclo sala) y sala de musculacin.   Columna de rescate cardaco.";"Bus:  77.   Metro:  Canillejas.   Bicicleta:    El centro dispone de  aparcabicicletas exterior  con capacidad para  25  bicicletas.  Servicio Bicimad, para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones .";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=887e306502624110VgnVCM1000000b205a0aRCRD;SEPTIMA;AVENIDA;V;68;;;;;MADRID;MADRID;28022;REJAS;SAN BLAS-CANILLEJAS;449327;4477838;4.044.965.684.114.440;-3.597.577.201.182.500;917 462 995;917 424 314;info@cdmfabianroncero.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4703;Centro Deportivo Municipal Fernando Martn;;"Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Horario de taquilla  De Lunes a Viernes, de 8,30 a 20,30 horas. Sbados, Domingos y Festivos, de 8,30 a 14,30 horas.    Cierre completo del Centro:  el mes de agosto y los das 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Pre infantiles : (0 a 3 aos) actividad fsica y juegos y) natacin.   Infantiles   (edad, segn modalidades)   : baloncesto, natacin, salvamento acutico, pretenis y tenis.     Personas jvenes y adultas:    aerbic, bailes, baloncesto, gimnasia acutica (acuagim), fitness, fitness acutico, natacin, natacin de compensacin, natacin embarazadas, pilates y tenis.     Mayores 65 aos    : acondicionamiento fsico, gimnasia acutica (acuagim), natacin y pilates.      Programa deportivo en la calle:   caminar por Madrid.     Equipamientos     Superficie total de las instalaciones: 11.200 metros cuadrados.    Unidades deportivas al aire libre:    pista polideportivo y 2 pistas de tenis.        Unidades deportivas cubiertas:   pabelln polideportivo, piscina (vaso de 25 m.), sala multiusos y sala de musculacin.         Oficina de promocin deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera informacin sobre escuelas de promocin deportiva.   Columna de rescate cardaco.";"Metro:  Francos Rodrguez.   Bus:   44, 64, 126, 127, 132.";;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD;SANTO ANGEL DE LA GUARDA;AVENIDA;V;6;;;;;MADRID;MADRID;28039;VALDEZARZA;MONCLOA-ARAVACA;439619;4479162;40.460.935.404.623.100;-37.121.918.299.288.600;914 507 344 - 914 505 530;;idmfmartin@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4623547;Centro Deportivo Municipal Francisco Fernndez Ochoa;;"Horario de taquilla       De lunes a viernes: de 7 a 23 horas.  Sbados: de 8 a 22 horas.  Domingos y festivos: de 9 a 15 horas.    Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de la distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.   Cierre completo del centro     Das 25 de diciembre, 1 de enero y 1 de mayo.";"Clases y escuelas deportivas     Preinfantiles :  matronatacin, natacin peques, educacin fsica de base (polideportiva).    Infantiles   (edad, segn modalidades)  : aerbic/bailes, bailes, baloncesto, ftbol, gimnasia rtmica, hockey patines, judo, natacin, natacin deportiva, natacin sincronizada, patinaje, educacin fsica de base (polideportiva), tenis y voleibol.     Jvenes y adultos   (de 6 a 14 aos): acondicionamiento fsico/total training, aerbic/step, aerbic/zumba, bailes, ciclo sala, combinada/compensacin, defensa personal, entrenamiento funcional (suspensin, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, ftbol, natacin, natacin de compensacin, natacin deportiva, natacin embarazadas, pdel, patinaje, pilates, tenis, tonificacin/bodypump, tonificacin/grit series, triatln, triatln swimmers.     Mayores 65 aos  : actividad acutica, actividad fsica /en forma snior, gimnasia acutica (acuagim/acua snior), natacin, pilates snior.    Personas con discapacidad  : actividad acutica.      Programa deportivo en la calle:    triatln runners.      Equipamientos     Superficie total de las instalaciones:  7.706,41 metros cuadrados   Unidades Deportivas al aire libre:  2 campos de ftbol 7 (csped artificial), campo de hockey patines y patinaje, 8 Pistas de pdel,y  6 Pistas de tenis.   Unidades Deportivas cubiertas:  pabelln polideportivo, piscinas ( (vaso de 50 metros distribuido en calles de 25 metros y vaso de enseanza), 3 salas multiusos, sala de musculacin, solarium, zona termal (sauna, bao turco, yacuzzi y bao de contraste).   Ayudas tcnicas para la accesibilidad:  2 ascensores y 2 gras de piscina.";"Metro:  La Peseta , San Francisco   Bus:  108 , 155   Bicicleta:   El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.";"Forma de gestin:  Indirecta, por medio de concesin de la gestin de los servicios deportivos a Duet Spa &amp; Sports, S.L. - Global Health Consulting, S.L. - Proinosa Promocin e Ingeniera de Obras, S.A. - Unin Temporal de Empresas 'Centro Deportivo Francisco Fernndez Ochoa UTE'   www.duetsports.com";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD;CATORCE OLIVAS;CALLE;V;1;;;;;MADRID;MADRID;28054;BUENAVISTA;CARABANCHEL;437097;4468625;4.036.581.776.978.110;-3.740.893.980.533.780;911 250 051;;ffernandez.ochoa@duetsports.com;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios; 
4685;Centro Deportivo Municipal Francos Rodrguez;;"Horario de uso de las instalaciones deportivas      Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.    Horario de taquilla     De 11 a 14.30 y de 15 a 21 horas.";"Equipamientos     Superficie total de las instalaciones:  11.500 metros cuadrados.   Unidades deportivas al aire libre:    piscina (vaso de 50 metros y vaso infantil), pista de vley playa y 3 tenis mesa.      Oficina de promocin deportiva:     responsable de la coordinacin de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Adems, ofrece informacin sobre las escuelas de promocin deportiva.       Ayudas tcnicas a la accesibilidad:    instalacin practicable.     Columna de rescate cardaco.";"Metro:   Francos Rodrguez.   Bus:   44, 64, 126, 127, 128, 132.   Bicicleta:     Servicio Bicimad , para consultar la estacin ms cercana, acceda al  mapa de geolocalizacin de las estaciones";;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=01d7b0c40971c010VgnVCM1000000b205a0aRCRD;NUMANCIA;CALLE;V;11;;;;;MADRID;MADRID;28039;CIUDAD UNIVERSITARIA;MONCLOA-ARAVACA;439535;4478347;4.045.358.753.138.910;-3.713.093.094.582.230;914 599 871;;;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas; 
